entrez_id,symbol,Annotated_drug_processing,Disease_gene_Menche,Disease_gene_New,Drug_target,neighbors,nb_disease_genes_2015,nb_disease_gene_New,nb_drug_target,Palliative_target,zscore,Transcription_factor
4778,NFE2,No,No,No,No,167,38,48,21,No,-0.832795742,Yes
347148,QRFP,No,No,No,No,23,6,9,1,No,-1.293296254,No
7398,USP1,No,No,Yes,No,40,4,13,5,No,-0.718496992,No
1477,CSTF1,No,No,No,No,45,15,23,10,No,0.243240109,No
3875,KRT18,No,Yes,Yes,No,127,39,63,34,No,0.661066851,No
9050,PSTPIP2,No,No,No,No,9,3,4,2,No,-0.043019652,No
843,CASP10,No,Yes,Yes,No,37,13,20,9,No,0.367461138,No
9994,CASP8AP2,No,No,No,No,26,6,11,7,No,0.504797323,Yes
2495,FTH1,No,No,No,Yes,100,28,35,27,No,0.600085294,No
7248,TSC1,No,Yes,Yes,No,158,30,64,36,No,0.346596643,No
54546,RNF186,No,Yes,Yes,No,7,0,0,1,No,-0.382081901,No
54544,CRCT1,No,No,No,No,57,4,5,7,No,-0.808822382,No
653240,KRTAP4-11,No,No,No,No,77,13,12,6,No,-1.213689719,No
1856,DVL2,No,No,No,No,184,50,72,25,No,-0.941776313,Yes
120892,LRRK2,No,Yes,Yes,Yes,309,53,109,90,No,1.500862694,No
2768,GNA12,No,Yes,Yes,No,48,13,32,25,No,2.718780344,No
2784,GNB3,No,No,Yes,No,30,4,6,5,No,-0.296000161,No
3671,ISLR,No,No,No,No,39,10,18,10,No,0.529175961,No
51368,TEX264,No,No,No,No,53,9,17,11,No,0.019503404,No
10576,CCT2,No,No,No,No,188,36,73,53,No,0.540502313,No
5579,PRKCB,No,No,Yes,Yes,144,46,74,49,No,1.184638906,No
7299,TYR,No,Yes,Yes,Yes,5,2,3,2,Yes,0.9373956,No
3842,TNPO1,No,No,Yes,No,92,21,32,20,No,0.190757335,No
146705,TEPSIN,No,No,No,No,165,14,39,16,No,-1.180931667,No
1849,DUSP7,No,No,No,No,11,3,2,7,No,2.414297374,No
7322,UBE2D2,No,No,No,Yes,224,48,79,19,No,-1.450096193,No
1432,MAPK14,No,No,No,Yes,367,87,157,118,No,-0.137678485,Yes
203522,INTS6L,No,No,No,No,3,0,1,2,No,1.729637405,No
5276,SERPINI2,No,No,No,No,10,2,2,0,No,-1.231944729,No
56893,UBQLN4,No,No,No,No,185,43,55,30,No,-0.677083701,No
5423,POLB,No,No,No,Yes,35,9,13,9,No,0.452871358,No
8969,H2AC11,No,No,No,No,73,18,23,9,No,-0.627246398,No
10488,CREB3,No,No,No,No,238,47,83,45,No,-0.385070661,Yes
10978,CLP1,No,No,Yes,No,31,3,14,5,No,-0.330943561,No
1543,CYP1A1,Yes,No,No,Yes,51,5,15,8,Yes,-0.479408532,No
80218,NAA50,No,No,No,No,50,12,18,9,No,-0.046568799,No
10987,COPS5,No,No,No,No,207,57,83,62,No,0.708151842,Yes
25793,FBXO7,No,Yes,Yes,No,76,7,13,23,No,0.749993081,Yes
51504,TRMT112,No,No,No,No,39,4,9,6,No,-0.374446148,No
23601,CLEC5A,No,No,No,No,15,2,3,1,No,-0.976298775,No
128869,PIGU,No,Yes,Yes,No,16,0,1,0,No,-1.580212234,No
92283,ZNF461,No,No,No,No,7,1,2,2,No,0.389515401,Yes
1054,CEBPG,No,No,No,No,38,9,15,6,No,-0.678078373,Yes
6900,CNTN2,No,No,Yes,No,34,7,15,13,No,1.657480182,No
7629,ZNF76,No,No,No,No,101,14,24,4,No,-1.521874067,Yes
55633,TBC1D22B,No,No,No,No,141,29,37,33,No,0.143084786,No
10236,HNRNPR,No,No,No,No,133,28,41,28,No,0.188340272,Yes
55666,NPLOC4,No,No,Yes,No,41,7,14,9,No,-0.003250061,No
4149,MAX,No,No,Yes,No,603,102,164,83,No,-0.458022261,Yes
10169,SERF2,No,No,No,No,40,7,13,5,No,-0.718496992,No
2886,GRB7,No,No,No,No,59,19,25,20,No,1.274684497,No
51808,PHAX,No,No,No,No,44,5,13,11,No,0.439370474,No
4627,MYH9,No,Yes,Yes,Yes,357,84,136,80,No,-0.485480299,No
10627,MYL12A,No,No,No,Yes,41,14,22,20,No,2.177540897,No
4702,NDUFA8,No,No,No,Yes,55,13,14,34,No,3.50534231,No
147700,KLC3,No,No,Yes,No,117,20,37,11,No,-1.148159115,No
4878,NPPA,No,Yes,Yes,No,50,13,21,20,No,1.87188308,No
23203,PMPCA,No,No,Yes,No,26,6,5,2,No,-0.976946063,No
90381,TICRR,No,No,No,No,8,2,2,4,No,1.432028643,Yes
10559,SLC35A1,No,Yes,Yes,No,38,5,11,9,No,-0.005468374,No
115653,KIR3DL3,No,No,No,No,23,6,5,2,No,-0.965454688,No
3630,INS,No,Yes,Yes,Yes,58,19,28,16,No,0.520792335,No
219681,ARMC3,No,No,Yes,No,361,132,203,202,No,0.631146578,No
6464,SHC1,No,No,Yes,No,208,68,117,100,No,2.615440803,No
25759,SHC2,No,No,No,No,14,9,11,9,No,3.101644714,No
7266,DNAJC7,No,No,No,No,92,18,41,25,No,0.709225988,No
80169,CTC1,No,No,Yes,No,16,1,4,0,No,-1.580212234,No
26064,RAI14,No,No,No,No,50,10,18,13,No,0.651050066,Yes
7099,TLR4,Yes,Yes,Yes,Yes,98,23,49,25,Yes,0.444784554,No
113146,AHNAK2,No,No,Yes,No,35,7,7,8,No,0.222377692,No
163059,ZNF433,No,No,No,No,12,1,2,2,No,-0.159539894,Yes
386677,KRTAP10-1,No,No,No,No,138,19,27,8,No,-1.484343526,No
8175,SF3A2,No,No,No,Yes,126,15,29,17,No,-0.678325123,Yes
9879,DDX46,No,No,No,No,28,5,8,6,No,0.120014384,No
3398,ID2,No,No,No,No,91,23,35,12,No,-0.63879251,Yes
84260,TCHP,No,No,No,No,61,14,22,8,No,-0.597343571,No
10392,NOD1,No,No,No,No,42,9,15,12,No,0.642144858,No
55112,WDR60,No,No,No,No,31,8,9,7,No,0.235508673,Yes
11162,NUDT6,No,No,No,No,11,1,2,1,No,-0.809650561,No
23304,UBR2,No,No,No,No,48,12,14,6,No,-0.64618899,No
127002,ATXN7L2,No,No,Yes,No,33,6,13,3,No,-1.01082733,No
375791,CYSRT1,No,No,No,No,558,82,126,59,No,-0.677686565,No
3615,IMPDH2,No,No,No,Yes,43,14,22,14,Yes,1.0368195,No
10535,RNASEH2A,No,No,Yes,No,135,17,43,17,No,-0.678325123,No
4100,MAGEA1,No,No,No,No,76,10,22,10,No,-0.701883559,No
163126,EID2,No,No,No,No,18,5,7,2,No,-0.771136663,Yes
56935,SMCO4,No,No,No,No,62,9,19,9,No,-0.444242908,No
200232,FAM209A,No,No,No,No,233,39,68,26,No,-1.09875349,No
10817,FRS3,No,No,No,No,131,32,38,13,No,-0.993476175,No
8525,DGKZ,No,No,Yes,No,20,7,11,6,No,0.527374163,No
50855,PARD6A,No,No,No,No,53,11,20,12,No,0.191592266,No
11168,PSIP1,No,No,No,No,58,13,17,7,No,-0.808822382,Yes
3554,IL1R1,No,Yes,Yes,Yes,55,12,27,11,No,-0.018212353,No
10293,TRAIP,No,No,Yes,No,46,9,17,9,No,-0.007055387,No
2041,EPHA1,No,Yes,No,Yes,137,23,55,16,No,-0.963566466,No
8893,EIF2B5,No,Yes,Yes,No,33,10,13,12,No,1.273672475,No
8087,FXR1,No,No,Yes,No,99,22,37,16,No,-0.302969189,Yes
54984,PINX1,No,Yes,Yes,No,62,10,14,13,No,0.168159745,No
9512,PMPCB,No,No,No,No,26,6,10,5,No,-0.087900031,No
9589,WTAP,No,No,No,No,30,9,10,7,No,0.249520797,No
6132,RPL8,No,No,No,Yes,136,27,41,36,No,0.338376184,No
6159,RPL29,No,No,No,No,70,10,19,14,No,0.103290331,No
4591,TRIM37,No,Yes,No,No,115,25,36,15,No,-0.62480513,No
27185,DISC1,No,No,Yes,No,661,135,257,107,No,-0.238357958,No
55075,UACA,No,No,No,No,46,6,12,8,No,-0.204606223,No
84940,CORO6,No,No,Yes,No,27,9,11,3,No,-0.779538268,No
6636,SNRPF,No,No,No,No,123,13,26,13,No,-0.980687812,No
84967,LSM10,No,No,No,No,14,2,2,2,No,-0.385926216,No
7454,WAS,No,Yes,Yes,Yes,84,17,35,25,No,0.828098943,No
79869,CPSF7,No,No,No,No,71,19,25,16,No,0.280920609,No
409,ARRB2,No,No,No,No,168,43,66,61,No,1.952291657,No
29123,ANKRD11,No,No,No,No,104,14,21,11,No,-0.876060349,No
128312,H2BU1,No,No,No,No,23,9,11,4,No,-0.309771558,No
1029,CDKN2A,No,Yes,Yes,No,176,42,74,48,No,1.047138253,Yes
23163,GGA3,No,No,No,No,45,5,13,8,No,-0.14902062,No
64149,C17orf75,No,No,No,No,16,6,8,3,No,-0.219554168,No
5075,PAX1,No,No,No,No,5,1,4,0,No,-1.008786655,Yes
5427,POLE2,No,No,No,Yes,37,4,7,8,No,0.114727686,No
54107,POLE3,No,No,No,Yes,17,3,6,7,No,1.591189079,Yes
60,ACTB,No,No,Yes,Yes,311,101,139,100,No,1.919958995,No
6927,HNF1A,No,Yes,Yes,Yes,68,19,34,36,No,2.970971003,Yes
84330,ZNF414,No,No,No,No,91,9,17,6,No,-1.260954894,Yes
287015,TRIM42,No,No,Yes,No,150,21,27,8,No,-1.378684425,No
53,ACP2,No,No,No,No,41,12,17,13,No,0.789764833,No
3358,HTR2C,No,No,No,Yes,118,26,36,14,Yes,-0.89695216,No
8363,H4C11,No,No,No,No,76,14,24,17,No,0.07989617,No
10013,HDAC6,Yes,No,No,Yes,201,52,81,56,No,0.407000953,Yes
10142,AKAP9,No,Yes,Yes,No,117,31,44,18,No,-0.562009554,Yes
727837,SSX2B,No,Yes,No,No,20,5,7,0,No,-1.64850525,No
5145,PDE6A,No,Yes,Yes,No,2,1,1,1,No,0.881815956,No
6774,STAT3,Yes,Yes,Yes,Yes,604,153,247,210,No,0.704368012,Yes
3326,HSP90AB1,Yes,No,No,Yes,603,129,225,226,No,0.850810881,No
9641,IKBKE,No,No,Yes,Yes,80,23,41,23,No,0.786882151,No
64837,KLC2,No,No,Yes,No,43,10,20,12,No,0.656916172,No
219988,PATL1,No,No,No,No,31,5,14,7,No,0.235508673,No
526,ATP6V1B2,No,No,Yes,Yes,82,13,31,16,No,-0.034779322,No
2058,EPRS1,No,No,No,No,68,10,23,23,No,1.248547878,No
6663,SOX10,No,Yes,Yes,No,61,20,31,25,No,2.005367702,Yes
55030,FBXO34,No,No,No,No,36,5,10,6,No,-0.355621983,No
3727,JUND,No,No,No,No,534,111,164,100,No,-0.302426713,Yes
6122,RPL3,No,Yes,No,Yes,115,22,33,26,No,0.324676937,No
2896,GRN,No,Yes,Yes,No,128,24,32,16,No,-0.757112886,No
84294,UTP23,No,No,No,No,51,5,8,7,No,-0.651678265,No
5364,PLXNB1,No,No,No,No,38,12,23,15,No,1.339751623,Yes
5879,RAC1,Yes,No,Yes,Yes,216,59,106,58,No,0.507384583,No
890,CCNA2,No,No,No,Yes,103,25,37,21,No,0.046530678,Yes
5886,RAD23A,No,No,No,No,112,23,39,23,No,0.065727282,No
90957,DHX57,No,No,No,No,64,10,14,11,No,-0.298286501,Yes
27156,RSPH14,No,No,No,No,88,23,30,7,No,-1.305616461,No
323,APBB2,No,No,Yes,No,37,9,18,11,No,0.872928042,Yes
84144,SYDE2,No,No,No,No,3,0,1,0,No,-0.810083342,No
85450,ITPRIP,No,No,No,No,27,2,8,8,No,0.74527285,No
170572,HTR3C,No,No,No,Yes,42,9,16,3,Yes,-1.040437238,No
3837,KPNB1,No,Yes,No,No,197,52,82,47,No,0.222871179,No
55720,TSR1,No,No,No,No,65,9,16,12,No,-0.186723403,No
6628,SNRPB,No,No,No,No,119,18,36,12,No,-1.064423463,Yes
11339,OIP5,No,No,No,No,169,33,52,13,No,-1.389813222,No
374395,TMEM179B,No,No,No,No,67,6,14,4,No,-1.268839765,No
100534611,TM4SF19-TCTEX1D2,No,No,No,No,34,4,11,3,No,-0.9611083,No
9730,DCAF1,No,No,No,No,81,12,28,20,No,0.43474152,No
29095,ORMDL2,No,No,No,No,33,8,16,13,No,1.527505786,No
83862,TMEM120A,No,No,No,No,40,9,10,9,No,0.148478001,No
22894,DIS3,No,No,No,No,39,6,14,4,No,-0.826257202,No
132141,IQCF1,No,No,No,No,32,2,10,4,No,-0.646263349,No
27250,PDCD4,No,No,No,No,36,9,11,9,No,0.333179819,Yes
55837,EAPP,No,No,No,No,28,5,8,1,No,-1.198748328,No
5976,UPF1,No,No,No,No,114,15,32,16,No,-0.538488579,Yes
9618,TRAF4,No,No,No,No,180,40,58,26,No,-0.888837791,No
105376752,NPIPA9,No,No,No,No,3,0,1,0,No,-0.810083342,No
5347,PLK1,No,No,No,Yes,315,75,136,82,No,-0.467174941,No
23299,BICD2,No,No,No,No,73,12,21,5,No,-1.146198973,No
81851,KRTAP1-1,No,No,No,No,194,24,38,27,No,-0.835899268,No
196472,FAM71C,No,No,No,No,22,1,4,1,No,-1.372315438,No
8662,EIF3B,No,No,No,No,55,16,26,16,No,0.747777791,No
80714,PBX4,No,No,No,No,72,6,16,5,No,-1.146198973,Yes
3241,HPCAL1,No,No,No,No,51,6,11,6,No,-0.823947998,Yes
25823,TPSG1,No,No,No,No,2,0,0,0,No,-0.732073624,No
11130,ZWINT,No,No,No,No,87,18,30,8,No,-1.194662974,No
5516,PPP2CB,No,No,No,Yes,118,30,50,22,No,-0.227066947,No
85440,DOCK7,No,No,Yes,No,42,13,19,14,No,1.01605199,No
904,CCNT1,No,No,No,No,70,23,30,16,No,0.351678982,Yes
5305,PIP4K2A,No,Yes,Yes,No,97,20,34,10,No,-0.801471683,No
10009,ZBTB33,No,No,No,No,289,32,66,34,No,-0.846076592,Yes
54206,ERRFI1,No,No,No,No,101,28,39,32,No,1.061380807,No
645432,ARRDC5,No,No,No,No,3,2,2,2,No,1.729637405,No
11022,TDRKH,No,No,Yes,No,15,1,2,1,No,-0.976298775,No
9632,SEC24C,No,No,Yes,No,94,21,32,16,No,-0.224017588,No
22872,SEC31A,No,No,No,No,43,16,18,10,No,0.277012843,No
8544,PIR,No,No,No,No,18,4,9,6,No,0.841506549,Yes
10657,KHDRBS1,No,No,No,No,143,34,62,49,No,1.184638906,Yes
8464,SUPT3H,No,No,Yes,No,25,3,7,3,No,-0.79493965,Yes
117143,TADA1,No,No,No,No,21,0,8,1,No,-1.347821116,No
339366,ADAMTSL5,No,No,No,No,11,3,4,2,No,-0.272325905,No
3909,LAMA3,No,Yes,Yes,Yes,18,6,6,5,No,0.438345746,No
404552,SCGB1D4,No,No,No,No,26,9,14,9,No,1.097494677,No
57511,COG6,No,Yes,Yes,No,125,21,44,8,No,-1.387414991,No
83548,COG3,No,No,No,No,31,7,15,3,No,-0.897395794,No
2040,STOM,No,No,No,No,139,29,50,33,No,0.143084786,No
3775,KCNK1,No,No,Yes,Yes,60,8,14,7,No,-0.888874946,No
3172,HNF4A,No,Yes,Yes,Yes,355,87,142,118,No,-0.137678485,Yes
10277,UBE4B,No,No,No,No,66,16,28,12,No,-0.186723403,No
10534,ZNRD2,No,No,No,No,159,14,39,22,No,-0.516043891,No
4543,MTNR1A,No,No,No,Yes,161,22,58,37,No,0.281239218,No
9898,UBAP2L,No,No,No,No,33,8,10,11,No,1.019839163,No
3958,LGALS3,No,No,No,Yes,156,47,78,50,No,1.209237177,No
8540,AGPS,No,Yes,Yes,No,21,4,6,4,No,-0.218522477,No
158427,TSTD2,No,No,No,No,37,12,17,4,No,-0.896206124,No
201163,FLCN,Yes,Yes,No,No,25,4,7,5,No,-0.125516787,No
51100,SH3GLB1,No,No,No,No,60,14,17,12,No,-0.056736699,No
56904,SH3GLB2,No,No,No,No,40,6,11,2,No,-1.368728236,No
4087,SMAD2,No,No,No,Yes,342,95,147,77,No,-0.512938337,Yes
4929,NR4A2,Yes,No,No,No,57,19,26,13,No,0.07758743,Yes
6925,TCF4,No,No,Yes,No,637,117,213,108,No,-0.229205278,Yes
5087,PBX1,No,Yes,Yes,No,49,14,22,9,No,-0.046568799,Yes
55536,CDCA7L,No,No,Yes,No,82,19,24,8,No,-0.973821004,Yes
107987373,LOC107987373,No,No,No,No,4,0,0,0,No,-0.934308929,No
2036,EPB41L1,No,Yes,No,No,34,10,16,15,No,2.181197879,No
7529,YWHAB,No,No,No,Yes,256,67,113,80,No,1.081766393,Yes
2746,GLUD1,No,Yes,No,Yes,20,2,3,8,No,1.252667301,No
1207,CLNS1A,No,No,No,No,75,8,22,22,No,0.638310262,No
6093,ROCK1,No,No,No,Yes,108,23,39,22,No,0.065950236,No
79637,ARMC7,No,No,No,No,402,135,203,191,No,0.530467105,No
5781,PTPN11,Yes,Yes,Yes,Yes,225,71,105,90,No,2.113522655,No
9874,TLK1,No,No,No,Yes,44,13,19,10,No,0.243240109,No
6279,S100A8,No,No,No,Yes,38,10,18,16,No,1.563954956,No
84966,IGSF21,No,No,Yes,No,33,5,9,15,No,2.03517241,No
8315,BRAP,No,No,Yes,No,54,13,27,11,No,0.019503404,No
84911,ZNF382,No,No,No,No,3,0,2,0,No,-0.810083342,Yes
8737,RIPK1,No,No,Yes,Yes,95,28,46,26,No,0.527868303,No
22933,SIRT2,No,No,No,No,73,21,31,18,No,0.540396896,Yes
56652,TWNK,No,Yes,Yes,No,31,8,8,4,No,-0.614169678,No
57669,EPB41L5,No,No,No,No,55,12,20,8,No,-0.47780644,No
1857,DVL3,No,No,No,No,195,34,50,9,No,-1.788792671,Yes
79856,SNX22,No,No,No,No,4,2,1,1,No,0.132057799,No
8239,USP9X,No,No,Yes,No,80,21,35,15,No,-0.152159532,No
6608,SMO,No,No,No,Yes,36,9,16,7,Yes,-0.126021382,No
123606,NIPA1,No,Yes,Yes,No,4,0,0,1,No,0.132057799,No
6713,SQLE,No,No,No,Yes,24,3,7,4,No,-0.330148228,No
80346,REEP4,No,No,No,No,122,13,34,17,No,-0.645745205,No
6046,BRD2,No,Yes,Yes,No,45,13,13,8,No,-0.14902062,Yes
1457,CSNK2A1,No,No,Yes,Yes,539,132,206,124,No,-0.082762409,No
84502,JPH4,No,No,No,No,63,9,24,8,No,-0.768779642,No
1783,DYNC1LI2,No,No,No,No,16,3,9,2,No,-0.673106856,No
51143,DYNC1LI1,No,No,No,No,71,18,29,16,No,0.280920609,No
2934,GSN,No,Yes,No,Yes,73,21,33,22,No,1.059349471,No
10634,GAS2L1,No,No,No,No,30,6,11,4,No,-0.56876064,No
4659,PPP1R12A,No,No,No,No,63,11,23,27,No,2.211010249,No
51564,HDAC7,No,No,Yes,Yes,106,20,34,34,No,1.145135912,Yes
29780,PARVB,No,No,Yes,No,11,2,1,2,No,-0.272325905,No
23361,ZNF629,No,No,No,No,28,3,6,2,No,-0.934995786,Yes
440295,GOLGA6L9,No,No,No,No,221,29,54,12,No,-1.801438896,No
29767,TMOD2,No,No,No,No,19,6,7,7,No,1.191057328,No
56005,MYDGF,No,No,No,No,17,2,3,3,No,-0.232196795,No
3042,HBM,Yes,No,Yes,No,25,4,4,8,No,0.878617507,No
4246,SCGB2A1,No,No,No,No,11,0,2,2,No,-0.272325905,No
8453,CUL2,No,Yes,No,No,100,17,30,25,No,0.415567088,Yes
9616,RNF7,No,No,Yes,No,55,6,20,7,No,-0.631004468,No
57535,KIAA1324,No,No,No,No,2,1,2,1,No,0.881815956,No
164395,TTLL9,No,No,No,No,5,0,1,1,No,-0.035695528,No
5121,PCP4,No,No,No,No,8,0,4,2,No,0.095468576,No
83737,ITCH,No,Yes,No,No,199,48,96,49,No,0.05565825,No
55668,GPATCH2L,No,No,No,No,58,9,13,7,No,-0.808822382,No
2634,GBP2,No,No,No,No,34,6,10,11,No,1.133762486,No
7532,YWHAG,No,No,Yes,No,304,67,123,77,No,0.956037502,No
84952,CGNL1,No,Yes,No,No,13,4,6,4,No,0.46345246,No
580,BARD1,No,Yes,Yes,No,157,33,49,28,No,-0.146340805,Yes
10487,CAP1,No,No,No,No,29,9,15,9,No,0.726232587,No
100462977,MTRNR2L1,No,No,No,No,42,11,25,13,No,0.829098424,No
1859,DYRK1A,No,Yes,Yes,Yes,84,21,39,21,No,0.407278851,No
63978,PRDM14,No,No,Yes,No,466,124,223,143,No,0.091138498,Yes
10241,CALCOCO2,No,No,No,No,207,24,55,17,No,-1.550479822,No
23405,DICER1,No,Yes,Yes,No,50,5,16,11,No,0.302240634,No
8454,CUL1,No,No,Yes,No,297,52,85,52,No,-0.09170325,Yes
9314,KLF4,Yes,No,No,No,50,12,20,17,No,1.348668931,Yes
51118,UTP11,No,No,No,No,15,4,7,3,No,0.023245209,No
64376,IKZF5,No,No,No,No,58,8,19,4,No,-1.252027288,Yes
23164,MPRIP,No,No,No,No,57,10,19,15,No,0.373057367,Yes
51701,NLK,No,No,Yes,No,55,21,30,10,No,-0.171410382,Yes
5195,PEX14,No,Yes,Yes,No,41,10,9,4,No,-0.994518678,Yes
10594,PRPF8,No,Yes,Yes,No,142,21,41,23,No,-0.507886539,No
84811,BUD13,No,Yes,Yes,No,25,5,8,7,No,0.543906076,No
10202,DHRS2,No,No,No,No,71,10,28,13,No,-0.108293822,No
10915,TCERG1,No,No,No,No,57,13,16,15,No,0.373057367,Yes
5020,OXT,No,No,No,Yes,9,4,5,1,No,-0.686830991,No
60491,NIF3L1,No,No,No,No,116,13,35,25,No,0.238360386,No
2101,ESRRA,No,No,No,Yes,109,20,35,26,No,0.425678795,Yes
2875,GPT,No,No,No,Yes,6,2,3,4,No,2.15236199,No
5651,TMPRSS15,No,No,No,No,2,1,1,1,No,0.881815956,No
5991,RFX3,No,No,Yes,No,18,6,5,1,No,-1.174297466,Yes
7205,TRIP6,No,No,No,No,235,42,81,44,No,-0.195300824,Yes
51512,GTSE1,No,No,No,No,132,28,60,19,No,-0.520749597,No
80179,MYO19,No,No,No,No,172,41,67,36,No,0.211612033,No
2975,GTF3C1,No,No,No,No,70,10,19,17,No,0.475873308,Yes
55147,RBM23,No,No,No,No,50,3,7,5,No,-0.744187663,No
3725,JUN,No,No,No,Yes,588,138,211,151,No,0.164359932,Yes
7251,TSG101,No,No,No,No,180,31,61,30,No,-0.677083701,Yes
6187,RPS2,No,No,No,Yes,202,32,57,53,No,0.256425509,No
6210,RPS15A,No,No,Yes,No,116,22,36,37,No,1.274159005,No
25959,KANK2,No,No,Yes,No,223,39,66,19,No,-1.450096193,Yes
286133,SCARA5,No,No,No,No,18,0,4,2,No,-0.771136663,No
203569,PAGE2,No,No,No,No,5,1,2,0,No,-1.008786655,No
8338,H2AC20,No,No,No,No,133,30,37,14,No,-0.914688412,No
8360,H4C4,No,No,No,No,83,19,29,18,No,0.091663782,No
79364,ZXDC,No,No,No,No,19,5,9,6,No,0.779168589,Yes
116225,ZMYND19,No,No,No,No,76,10,18,9,No,-0.813566377,No
79720,VPS37B,No,No,No,No,39,8,14,3,No,-1.052162729,No
7111,TMOD1,No,No,Yes,No,55,16,25,12,No,0.134985676,No
54822,TRPM7,No,Yes,Yes,Yes,29,3,14,6,No,-0.0645235,No
1019,CDK4,No,Yes,Yes,Yes,261,57,101,76,No,0.914127872,No
55746,NUP133,No,No,Yes,No,54,18,21,13,No,0.363681127,No
4580,MTX1,No,No,Yes,No,43,5,15,10,No,0.277012843,No
80333,KCNIP4,No,No,Yes,No,21,6,10,6,No,0.534343283,Yes
9111,NMI,No,No,Yes,No,76,16,28,15,No,-0.143469467,Yes
79648,MCPH1,No,Yes,Yes,No,86,14,34,22,No,0.512483874,No
3557,IL1RN,No,Yes,No,Yes,13,4,4,4,No,0.46345246,No
661,POLR3D,No,No,No,No,40,5,8,9,No,0.148478001,Yes
3225,HOXC9,No,No,No,No,39,9,12,3,No,-1.052162729,Yes
994,CDC25B,No,No,No,Yes,40,6,13,25,No,3.61637797,No
8556,CDC14A,No,No,Yes,No,17,4,8,5,No,0.679496142,No
695,BTK,No,Yes,Yes,Yes,346,49,129,56,No,-0.705144603,No
25879,DCAF13,No,No,No,No,23,7,8,8,No,1.001594704,No
8330,H2AC15,No,No,No,No,35,8,12,4,No,-0.699596972,No
8353,H3C6,No,No,No,No,176,51,70,21,No,-0.832795742,No
7290,HIRA,No,No,Yes,No,75,19,20,8,No,-0.925249196,Yes
2175,FANCA,No,Yes,Yes,No,86,21,45,34,No,1.774944149,No
10135,NAMPT,No,No,No,Yes,22,8,11,12,No,2.771832371,No
386681,KRTAP10-8,No,No,No,No,396,54,85,42,No,-0.833282114,No
590,BCHE,Yes,No,No,Yes,30,10,11,3,Yes,-0.841521119,No
4016,LOXL1,No,Yes,Yes,No,8,4,6,2,No,0.095468576,No
27301,APEX2,No,No,No,No,25,6,10,5,No,-0.125516787,No
201626,PDE12,No,No,No,No,9,0,2,1,No,-0.686830991,No
8356,H3C12,No,No,No,No,175,51,70,21,No,-0.832795742,No
64763,ZNF574,No,No,No,No,42,5,9,4,No,-0.853483672,Yes
116115,ZNF526,No,No,No,No,79,11,16,8,No,-0.946301967,Yes
3930,LBR,No,Yes,No,No,50,5,13,4,No,-0.91859238,No
9775,EIF4A3,No,No,Yes,No,207,33,58,51,No,0.15604188,No
9040,UBE2M,No,No,No,No,75,20,26,17,No,0.07989617,No
9820,CUL7,No,No,No,No,39,7,8,11,No,0.755081488,No
90378,SAMD1,No,No,No,No,48,7,12,8,No,-0.291981692,No
56898,BDH2,Yes,No,No,No,12,2,4,0,No,-1.345614259,No
112942,CFAP36,No,No,No,No,9,0,2,2,No,-0.043019652,No
57567,ZNF319,No,No,No,No,23,1,2,0,No,-1.621137819,Yes
6138,RPL15,No,No,Yes,Yes,344,36,95,57,No,-0.695991924,No
23521,RPL13A,No,No,No,Yes,60,19,25,21,No,1.441112147,No
1051,CEBPB,No,No,No,Yes,388,83,130,115,No,-0.165136523,Yes
129831,RBM45,No,No,No,No,41,8,16,6,No,-0.598011232,No
1745,DLX1,No,No,No,No,6,2,4,1,No,-0.307864395,Yes
4089,SMAD4,No,Yes,Yes,No,261,72,106,61,No,0.285483421,Yes
3178,HNRNPA1,No,No,Yes,No,282,53,95,66,No,0.495031571,No
7534,YWHAZ,No,No,No,Yes,455,108,206,139,No,0.05452778,No
83755,KRTAP4-12,No,No,No,No,155,26,33,12,No,-1.132215701,No
353143,LCE3B,No,No,No,No,40,2,4,4,No,-0.93524074,No
3134,HLA-F,No,No,Yes,No,20,9,10,5,No,0.164727594,No
55540,IL17RB,No,No,No,No,28,4,10,3,No,-0.671243243,No
1952,CELSR2,No,Yes,Yes,No,31,7,10,1,No,-1.463848028,No
440533,PSG8,No,No,No,No,37,9,19,4,No,-0.896206124,No
4665,NAB2,No,No,Yes,No,96,10,25,6,No,-1.13380668,Yes
51759,C9orf78,No,No,No,No,15,3,8,2,No,-0.476526783,No
408,ARRB1,No,No,Yes,No,144,34,66,61,No,1.965804497,Yes
5451,POU2F1,No,No,No,No,90,24,40,33,No,1.579174196,Yes
4188,MDFI,No,No,No,No,446,67,121,60,No,-0.668533886,Yes
9212,AURKB,No,No,No,Yes,235,42,68,41,No,-0.345876268,No
79142,PHF23,No,Yes,No,No,20,5,6,1,No,-1.285858682,Yes
84312,BRMS1L,No,Yes,No,No,34,6,10,3,No,-0.9611083,Yes
26240,FAM50B,No,No,No,No,63,13,20,3,No,-1.552934876,No
79814,AGMAT,No,No,No,No,15,6,7,4,No,0.523017201,No
29883,CNOT7,No,No,No,No,51,7,13,7,No,-0.651678265,Yes
6647,SOD1,Yes,Yes,Yes,Yes,276,47,83,93,Yes,1.626591584,No
10514,MYBBP1A,No,No,No,No,103,22,36,29,No,0.784603499,Yes
10054,UBA2,No,No,No,No,50,12,22,8,No,-0.220973515,No
367,AR,No,Yes,Yes,Yes,1099,296,534,357,Yes,2.049811872,Yes
